Harmanec;Banská Bystrica;Banskobystrický kraj
Hatalov;Michalovce;Košický kraj
Hatné;Považská Bystrica;Tren?iansky kraj
Havaj;Stropkov;Prešovský kraj
Havka;Kežmarok;Prešovský kraj
Havranec;Svidník;Prešovský kraj
Hažín;Michalovce;Košický kraj
Hažín nad Cirochou;Humenné;Prešovský kraj
Hažlín;Bardejov;Prešovský kraj
Helcmanovce;Gelnica;Košický kraj
He?pa;Brezno;Banskobystrický kraj
Henckovce;Rož?ava;Košický kraj
Henclová;Gelnica;Košický kraj
Hencovce;Vranov nad Top?ou;Prešovský kraj
Hendrichovce;Prešov;Prešovský kraj
Her?any;Košice-okolie;Košický kraj
Hermanovce;Prešov;Prešovský kraj
Hermanovce nad Top?ou;Vranov nad Top?ou;Prešovský kraj
Hertník;Bardejov;Prešovský kraj
Hervartov;Bardejov;Prešovský kraj
Hiade?;Banská Bystrica;Banskobystrický kraj
Hincovce;Spišská Nová Ves;Košický kraj
Hladovka;Tvrdošín;Žilinský kraj
Hlboké;Senica;Trnavský kraj
Hlboké nad Váhom;Byt?a;Žilinský kraj
Hliník nad Hronom;Žiar nad Hronom;Banskobystrický kraj
Hlinné;Vranov nad Top?ou;Prešovský kraj
Hlivištia;Sobrance;Košický kraj
Hlohovec;Hlohovec;Trnavský kraj
Hniezdne;Stará ?ubov?a;Prešovský kraj
Hnil?ík;Spišská Nová Ves;Košický kraj
Hnilec;Spišská Nová Ves;Košický kraj
Hnojné;Michalovce;Košický kraj
Hnúš?a;Rimavská Sobota;Banskobystrický kraj
Hodejov;Rimavská Sobota;Banskobystrický kraj
Hodejovec;Rimavská Sobota;Banskobystrický kraj
Hodkovce;Košice-okolie;Košický kraj
Hodruša-Hámre;Žarnovica;Banskobystrický kraj
Hokovce;Levice;Nitriansky kraj
Hol?íkovce;Vranov nad Top?ou;Prešovský kraj
Holiare;Komárno;Nitriansky kraj
Holice;Dunajská Streda;Trnavský kraj
Holí?;Skalica;Trnavský kraj
Holiša;Lu?enec;Banskobystrický kraj
Holumnica;Kežmarok;Prešovský kraj
Honce;Rož?ava;Košický kraj
Hontianska Vrbica;Levice;Nitriansky kraj
Hontianske Moravce;Krupina;Banskobystrický kraj
Hontianske Nemce;Krupina;Banskobystrický kraj
Hontianske Tesáre;Krupina;Banskobystrický kraj
Hontianske Trs?any;Levice;Nitriansky kraj
Horná Breznica;Púchov;Tren?iansky kraj
Horná Krá?ová;Ša?a;Nitriansky kraj
Horná Krupá;Trnava;Trnavský kraj
Horná Lehota;Dolný Kubín;Žilinský kraj
Horná Lehota;Brezno;Banskobystrický kraj
Horná Mariková;Považská Bystrica;Tren?iansky kraj
Horná Mi?iná;Banská Bystrica;Banskobystrický kraj
Horná Poruba;Ilava;Tren?iansky kraj
Horná Potô?;Dunajská Streda;Trnavský kraj
Horná Se?;Levice;Nitriansky kraj
Horná Streda;Nové Mesto nad Váhom;Tren?iansky kraj
Horná Strehová;Ve?ký Krtíš;Banskobystrický kraj
Horná Sú?a;Tren?ín;Tren?iansky kraj
Horná Štub?a;Tur?ianske Teplice;Žilinský kraj
Horná Ves;Prievidza;Tren?iansky kraj
Horná Ves;Žiar nad Hronom;Banskobystrický kraj
Horná Žda?a;Žiar nad Hronom;Banskobystrický kraj
Horné Dubové;Trnava;Trnavský kraj
Horné Hámre;Žarnovica;Banskobystrický kraj
Horné Chlebany;Topo??any;Nitriansky kraj
Horné Lefantovce;Nitra;Nitriansky kraj
Horné Mladonice;Krupina;Banskobystrický kraj
Horné Mýto;Dunajská Streda;Trnavský kraj
Horné Naštice;Bánovce nad Bebravou;Tren?iansky kraj
Horné Obdokovce;Topo??any;Nitriansky kraj
Horné Orešany;Trnava;Trnavský kraj
Horné Otrokovce;Hlohovec;Trnavský kraj
Horné Plachtince;Ve?ký Krtíš;Banskobystrický kraj
Horné Pršany;Banská Bystrica;Banskobystrický kraj
Horné Saliby;Galanta;Trnavský kraj
Horné Semerovce;Levice;Nitriansky kraj
Horné Srnie;Tren?ín;Tren?iansky kraj
Horné Strháre;Ve?ký Krtíš;Banskobystrický kraj
Horné Štitáre;Topo??any;Nitriansky kraj
Horné Trhovište;Hlohovec;Trnavský kraj
Horné Turovce;Levice;Nitriansky kraj
Horné Vestenice;Prievidza;Tren?iansky kraj
Horné Zahorany;Rimavská Sobota;Banskobystrický kraj
Horné Zelenice;Hlohovec;Trnavský kraj
Horný Badín;Krupina;Banskobystrický kraj
Horný Bar;Dunajská Streda;Trnavský kraj
Horný Hri?ov;Žilina;Žilinský kraj
Horný Kalník;Martin;Žilinský kraj
Horný Lieskov;Považská Bystrica;Tren?iansky kraj
Horný Pial;Levice;Nitriansky kraj
Horný Tisovník;Detva;Banskobystrický kraj
Horný Vadi?ov;Kysucké Nové Mesto;Žilinský kraj
Hor?a;Sobrance;Košický kraj
Hor?any;Tren?ín;Tren?iansky kraj
Horovce;Púchov;Tren?iansky kraj
Horovce;Michalovce;Košický kraj
Hoste;Galanta;Trnavský kraj
Hostice;Rimavská Sobota;Banskobystrický kraj
Hostie;Zlaté Moravce;Nitriansky kraj
Hostišovce;Rimavská Sobota;Banskobystrický kraj
Hostovice;Snina;Prešovský kraj
Hos?ová;Nitra;Nitriansky kraj
Hos?ovce;Zlaté Moravce;Nitriansky kraj
Hos?ovce;Košice-okolie;Košický kraj
Hozelec;Poprad;Prešovský kraj
Hôrka;Poprad;Prešovský kraj
Hôrka nad Váhom;Nové Mesto nad Váhom;Tren?iansky kraj
Hôrky;Žilina;Žilinský kraj
Hrabi?ov;Žarnovica;Banskobystrický kraj
Hrabkov;Prešov;Prešovský kraj
Hrabová Roztoka;Snina;Prešovský kraj
Hrabov?ík;Svidník;Prešovský kraj
Hrabovec;Bardejov;Prešovský kraj
Hrabovec nad Laborcom;Humenné;Prešovský kraj
Hrabovka;Tren?ín;Tren?iansky kraj
Hrabské;Bardejov;Prešovský kraj
Hrabušice;Spišská Nová Ves;Košický kraj
Hradisko;Kežmarok;Prešovský kraj
Hradište;Partizánske;Tren?iansky kraj
Hradište;Poltár;Banskobystrický kraj
Hradište pod Vrátnom;Senica;Trnavský kraj
Hrádok;Nové Mesto nad Váhom;Tren?iansky kraj
Hrachovište;Nové Mesto nad Váhom;Tren?iansky kraj
Hrachovo;Rimavská Sobota;Banskobystrický kraj
Hrani?né;Stará ?ubov?a;Prešovský kraj
Hranovnica;Poprad;Prešovský kraj
Hra?;Trebišov;Košický kraj
Hrašné;Myjava;Tren?iansky kraj
Hrašovík;Košice-okolie;Košický kraj
Hr?e?;Trebišov;Košický kraj
Hrhov;Rož?ava;Košický kraj
Hriadky;Trebišov;Košický kraj
Hri?ovské Podhradie;Žilina;Žilinský kraj
Hri?ová;Detva;Banskobystrický kraj
Hrišovce;Gelnica;Košický kraj
Hrkovce;Levice;Nitriansky kraj
Hrlica;Revúca;Banskobystrický kraj
Hrn?iarovce nad Parnou;Trnava;Trnavský kraj
Hrn?iarska Ves;Poltár;Banskobystrický kraj
Hrn?iarske Zalužany;Poltár;Banskobystrický kraj
Hrocho?;Banská Bystrica;Banskobystrický kraj
Hromoš;Stará ?ubov?a;Prešovský kraj
Hronec;Brezno;Banskobystrický kraj
Hronovce;Levice;Nitriansky kraj
Hronsek;Banská Bystrica;Banskobystrický kraj
Hronská Breznica;Zvolen;Banskobystrický kraj
Hronská Dúbrava;Žiar nad Hronom;Banskobystrický kraj
Hronské K?a?any;Levice;Nitriansky kraj
Hronské Kosihy;Levice;Nitriansky kraj
Hronský Be?adik;Žarnovica;Banskobystrický kraj
Hrubá Borša;Senec;Bratislavský kraj
Hrubo?ovo;Nitra;Nitriansky kraj
Hrubov;Humenné;Prešovský kraj
Hrubý Šúr;Senec;Bratislavský kraj
Hrušov;Ve?ký Krtíš;Banskobystrický kraj
Hrušov;Rož?ava;Košický kraj
Hrušovany;Topo??any;Nitriansky kraj
Hrušovo;Rimavská Sobota;Banskobystrický kraj
Hruštín;Námestovo;Žilinský kraj
Hubice;Dunajská Streda;Trnavský kraj
Hubina;Pieš?any;Trnavský kraj
Hubošovce;Sabinov;Prešovský kraj
Hubová;Ružomberok;Žilinský kraj
Hubovo;Rimavská Sobota;Banskobystrický kraj
Hucín;Revúca;Banskobystrický kraj
Hudcovce;Humenné;Prešovský kraj
Hul;Nové Zámky;Nitriansky kraj
Humenné;Humenné;Prešovský kraj
Huncovce;Kežmarok;Prešovský kraj
Hunkovce;Svidník;Prešovský kraj
Hurbanova Ves;Senec;Bratislavský kraj
Hurbanovo;Komárno;Nitriansky kraj
Husák;Sobrance;Košický kraj
Husiná;Rimavská Sobota;Banskobystrický kraj
Hutka;Bardejov;Prešovský kraj
Huty;Liptovský Mikuláš;Žilinský kraj
Hviezdoslavov;Dunajská Streda;Trnavský kraj
Hvozdnica;Byt?a;Žilinský kraj
Hybe;Liptovský Mikuláš;Žilinský kraj
Hý?ov;Košice-okolie;Košický kraj
Chanava;Rimavská Sobota;Banskobystrický kraj
Chlebnice;Dolný Kubín;Žilinský kraj
Chlmec;Humenné;Prešovský kraj
Ch?aba;Nové Zámky;Nitriansky kraj
Chme?nica;Stará ?ubov?a;Prešovský kraj
Chme?ov;Prešov;Prešovský kraj
Chme?ová;Bardejov;Prešovský kraj
Chme?ovec;Prešov;Prešovský kraj
Chminianska Nová Ves;Prešov;Prešovský kraj
Chminianske Jakubovany;Prešov;Prešovský kraj
Chmi?any;Prešov;Prešovský kraj
Cho?a;Zlaté Moravce;Nitriansky kraj
Chocholná-Vel?ice;Tren?ín;Tren?iansky kraj
Cho?kovce;Sobrance;Košický kraj
Chorvátsky Grob;Senec;Bratislavský kraj
Chorváty;Košice-okolie;Košický kraj
Chot?a;Stropkov;Prešovský kraj
Chotín;Komárno;Nitriansky kraj
Chrabrany;Topo??any;Nitriansky kraj
Chrámec;Rimavská Sobota;Banskobystrický kraj
Chrastince;Ve?ký Krtíš;Banskobystrický kraj
Chrastné;Košice-okolie;Košický kraj
Chras? nad Hornádom;Spišská Nová Ves;Košický kraj
Chrenovec-Brusno;Prievidza;Tren?iansky kraj
Chropov;Skalica;Trnavský kraj
Chr?any;Ve?ký Krtíš;Banskobystrický kraj
Chtelnica;Pieš?any;Trnavský kraj
Chudá Lehota;Bánovce nad Bebravou;Tren?iansky kraj
Chvalová;Revúca;Banskobystrický kraj
Chvojnica;Myjava;Tren?iansky kraj
Chvojnica;Prievidza;Tren?iansky kraj
Chynorany;Partizánske;Tren?iansky kraj
Chyžné;Revúca;Banskobystrický kraj
Igram;Senec;Bratislavský kraj
Ih?any;Kežmarok;Prešovský kraj
Ihrá?;Žiar nad Hronom;Banskobystrický kraj
Ilava;Ilava;Tren?iansky kraj
Iliašovce;Spišská Nová Ves;Košický kraj
Ilija;Banská Štiavnica;Banskobystrický kraj
Ime?;Komárno;Nitriansky kraj
Inovce;Sobrance;Košický kraj
I?a;Levice;Nitriansky kraj
I?a?ovce;Michalovce;Košický kraj
Ipe?ské Predmostie;Ve?ký Krtíš;Banskobystrický kraj
Ipe?ské Ú?any;Levice;Nitriansky kraj
Ipe?ský Sokolec;Levice;Nitriansky kraj
Istebné;Dolný Kubín;Žilinský kraj
Ivachnová;Ružomberok;Žilinský kraj
Ivan?iná;Tur?ianske Teplice;Žilinský kraj
Ivanice;Rimavská Sobota;Banskobystrický kraj
Ivanka pri Dunaji;Senec;Bratislavský kraj
Ivanka pri Nitre;Nitra;Nitriansky kraj
Ivanovce;Tren?ín;Tren?iansky kraj
Iža;Komárno;Nitriansky kraj
Ižipovce;Liptovský Mikuláš;Žilinský kraj
Ižkovce;Michalovce;Košický kraj
Jablonec;Pezinok;Bratislavský kraj
Jablonica;Senica;Trnavský kraj
Jablonka;Myjava;Tren?iansky kraj
Jablonov;Levo?a;Prešovský kraj
Jablonov nad Tur?ou;Rož?ava;Košický kraj
Jablonové;Malacky;Bratislavský kraj
Jablonové;Byt?a;Žilinský kraj
Jablo?;Humenné;Prešovský kraj
Jablo?ovce;Levice;Nitriansky kraj
Jacovce;Topo??any;Nitriansky kraj
Jahodná;Dunajská Streda;Trnavský kraj
Jaklovce;Gelnica;Košický kraj
Jakovany;Sabinov;Prešovský kraj
Jakubany;Stará ?ubov?a;Prešovský kraj
Jakubov;Malacky;Bratislavský kraj
Jakubova Vo?a;Sabinov;Prešovský kraj
Jakubovany;Liptovský Mikuláš;Žilinský kraj
Jakubovany;Sabinov;Prešovský kraj
Jakušovce;Stropkov;Prešovský kraj
Jalová;Snina;Prešovský kraj
Jalovec;Prievidza;Tren?iansky kraj
Jalovec;Liptovský Mikuláš;Žilinský kraj
Jalšové;Hlohovec;Trnavský kraj
Jalšovík;Krupina;Banskobystrický kraj
Jamník;Liptovský Mikuláš;Žilinský kraj
Jamník;Spišská Nová Ves;Košický kraj
Janice;Rimavská Sobota;Banskobystrický kraj
Janík;Košice-okolie;Košický kraj
Janíky;Dunajská Streda;Trnavský kraj
Jankovce;Humenné;Prešovský kraj
Janov;Prešov;Prešovský kraj
Janova Lehota;Žiar nad Hronom;Banskobystrický kraj
Janovce;Bardejov;Prešovský kraj
Jánovce;Galanta;Trnavský kraj
Jánovce;Poprad;Prešovský kraj
Janovík;Prešov;Prešovský kraj
Jarabá;Brezno;Banskobystrický kraj
Jarabina;Stará ?ubov?a;Prešovský kraj
Jarok;Nitra;Nitriansky kraj
Jarovnice;Sabinov;Prešovský kraj
Jasenica;Považská Bystrica;Tren?iansky kraj
Jasenie;Brezno;Banskobystrický kraj
Jasenov;Humenné;Prešovský kraj
Jasenov;Sobrance;Košický kraj
Jasenová;Dolný Kubín;Žilinský kraj
Jasenovce;Vranov nad Top?ou;Prešovský kraj
Jasenové;Žilina;Žilinský kraj
Jasenovo;Tur?ianske Teplice;Žilinský kraj
Jaslovské Bohunice;Trnava;Trnavský kraj
Jasov;Košice-okolie;Košický kraj
Jasová;Nové Zámky;Nitriansky kraj
Jastrabá;Žiar nad Hronom;Banskobystrický kraj
Jastrabie nad Top?ou;Vranov nad Top?ou;Prešovský kraj
Jastrabie pri Michalovciach;Michalovce;Košický kraj
Jatov;Nové Zámky;Nitriansky kraj
Jazernica;Tur?ianske Teplice;Žilinský kraj
Jedlinka;Bardejov;Prešovský kraj
Jed?ové Kosto?any;Zlaté Moravce;Nitriansky kraj
Jelenec;Nitra;Nitriansky kraj
Jelka;Galanta;Trnavský kraj
Jelšava;Revúca;Banskobystrický kraj
Jelšovce;Nitra;Nitriansky kraj
Jelšovec;Lu?enec;Banskobystrický kraj
Jenkovce;Sobrance;Košický kraj
Jesenské;Levice;Nitriansky kraj
Jesenské;Rimavská Sobota;Banskobystrický kraj
Jestice;Rimavská Sobota;Banskobystrický kraj
Ješkova Ves;Partizánske;Tren?iansky kraj
Jezersko;Kežmarok;Prešovský kraj
Jovice;Rož?ava;Košický kraj
Jovsa;Michalovce;Košický kraj
Jur nad Hronom;Levice;Nitriansky kraj
Jurkova Vo?a;Svidník;Prešovský kraj
Jurová;Dunajská Streda;Trnavský kraj
Jurské;Kežmarok;Prešovský kraj
Juskova Vo?a;Vranov nad Top?ou;Prešovský kraj
Ka?anov;Michalovce;Košický kraj
Kajal;Galanta;Trnavský kraj
Kalameny;Ružomberok;Žilinský kraj
Kalinkovo;Senec;Bratislavský kraj
Kalinov;Medzilaborce;Prešovský kraj
Kalinovo;Poltár;Banskobystrický kraj
Kalná nad Hronom;Levice;Nitriansky kraj
Kalná Roztoka;Snina;Prešovský kraj
Kálnica;Nové Mesto nad Váhom;Tren?iansky kraj
Kalnište;Svidník;Prešovský kraj
Kalonda;Lu?enec;Banskobystrický kraj
Kalša;Košice-okolie;Košický kraj
Kaloša;Rimavská Sobota;Banskobystrický kraj
Kaluža;Michalovce;Košický kraj
Ka?amenová;Tur?ianske Teplice;Žilinský kraj
Ka?ava;Spišská Nová Ves;Košický kraj
Kamanová;Topo??any;Nitriansky kraj
Kamenec pod Vtá?nikom;Prievidza;Tren?iansky kraj
Kamenica;Sabinov;Prešovský kraj
Kamenica nad Cirochou;Humenné;Prešovský kraj
Kamenica nad Hronom;Nové Zámky;Nitriansky kraj
Kameni?any;Ilava;Tren?iansky kraj
Kameni?ná;Komárno;Nitriansky kraj
Kamenín;Nové Zámky;Nitriansky kraj
Kamenná Poruba;Žilina;Žilinský kraj
Kamenná Poruba;Vranov nad Top?ou;Prešovský kraj
Kamenné Kosihy;Ve?ký Krtíš;Banskobystrický kraj
Kamenný Most;Nové Zámky;Nitriansky kraj
Kame?any;Revúca;Banskobystrický kraj
Kamienka;Humenné;Prešovský kraj
Kamienka;Stará ?ubov?a;Prešovský kraj
Kanianka;Prievidza;Tren?iansky kraj
Kapince;Nitra;Nitriansky kraj
Kapišová;Svidník;Prešovský kraj
Kaplna;Senec;Bratislavský kraj
Kapušany;Prešov;Prešovský kraj
Kapušianske K?a?any;Michalovce;Košický kraj
Karlová;Martin;Žilinský kraj
Karná;Humenné;Prešovský kraj
Kašov;Trebišov;Košický kraj
Kátlovce;Trnava;Trnavský kraj
Kátov;Skalica;Trnavský kraj
Kazimír;Trebišov;Košický kraj
Kecerovce;Košice-okolie;Košický kraj
Kecerovský Lipovec;Košice-okolie;Košický kraj
Ke?kovce;Svidník;Prešovský kraj
Ke?ovo;Rož?ava;Košický kraj
Kechnec;Košice-okolie;Košický kraj
Kendice;Prešov;Prešovský kraj
Kesovce;Rimavská Sobota;Banskobystrický kraj
Ke?;Levice;Nitriansky kraj
Kežmarok;Kežmarok;Prešovský kraj
Kiarov;Ve?ký Krtíš;Banskobystrický kraj
Kladzany;Vranov nad Top?ou;Prešovský kraj
Klasov;Nitra;Nitriansky kraj
Kláštor pod Znievom;Martin;Žilinský kraj
Klátova Nová Ves;Partizánske;Tren?iansky kraj
Kl?ov;Levo?a;Prešovský kraj
Klenov;Prešov;Prešovský kraj
Klenová;Snina;Prešovský kraj
Klenovec;Rimavská Sobota;Banskobystrický kraj
Kle?any;Ve?ký Krtíš;Banskobystrický kraj
Klieština;Považská Bystrica;Tren?iansky kraj
Klin;Námestovo;Žilinský kraj
Klin nad Bodrogom;Trebišov;Košický kraj
Klížska Nemá;Komárno;Nitriansky kraj
Kloko?;Detva;Banskobystrický kraj
Kloko?ov;?adca;Žilinský kraj
Kloko?ov;Michalovce;Košický kraj
Klubina;?adca;Žilinský kraj
Kluknava;Gelnica;Košický kraj
K?a?any;Hlohovec;Trnavský kraj
K?a?e;Žilina;Žilinský kraj
K?a?no;Prievidza;Tren?iansky kraj
K?ak;Žarnovica;Banskobystrický kraj
K?ú?ovec;Dunajská Streda;Trnavský kraj
K?ušov;Bardejov;Prešovský kraj
Kme?ovo;Nové Zámky;Nitriansky kraj
Kobeliarovo;Rož?ava;Košický kraj
Kobylnice;Svidník;Prešovský kraj
Kobyly;Bardejov;Prešovský kraj
Koce?ovce;Rož?ava;Košický kraj
Kociha;Rimavská Sobota;Banskobystrický kraj
Kocurany;Prievidza;Tren?iansky kraj
Ko?ín-Lan?ár;Pieš?any;Trnavský kraj
Ko?ovce;Nové Mesto nad Váhom;Tren?iansky kraj
Kochanovce;Bardejov;Prešovský kraj
Kochanovce;Humenné;Prešovský kraj
Kojatice;Prešov;Prešovský kraj
Kojšov;Gelnica;Košický kraj
Kokava nad Rimavicou;Poltár;Banskobystrický kraj
Kokošovce;Prešov;Prešovský kraj
Kokšov-Bakša;Košice-okolie;Košický kraj
Kola?kov;Stará ?ubov?a;Prešovský kraj
Kola?no;Partizánske;Tren?iansky kraj
Koláre;Ve?ký Krtíš;Banskobystrický kraj
Kolárovice;Byt?a;Žilinský kraj
Kolárovo;Komárno;Nitriansky kraj
Kolbasov;Snina;Prešovský kraj
Kolbovce;Stropkov;Prešovský kraj
Kolibabovce;Sobrance;Košický kraj
Kolinovce;Spišská Nová Ves;Košický kraj
Kolí?any;Nitra;Nitriansky kraj
Kolonica;Snina;Prešovský kraj
Kolta;Nové Zámky;Nitriansky kraj
Komárany;Vranov nad Top?ou;Prešovský kraj
Komárno;Komárno;Nitriansky kraj
Komárov;Bardejov;Prešovský kraj
Komárovce;Košice-okolie;Košický kraj
Komjatice;Nové Zámky;Nitriansky kraj
Komjatná;Ružomberok;Žilinský kraj
Komo?a;Nové Zámky;Nitriansky kraj
Koniarovce;Topo??any;Nitriansky kraj
Konrádovce;Rimavská Sobota;Banskobystrický kraj
Konská;Liptovský Mikuláš;Žilinský kraj
Konská;Žilina;Žilinský kraj
Ko?uš;Sobrance;Košický kraj
Kop?any;Skalica;Trnavský kraj
Kopernica;Žiar nad Hronom;Banskobystrický kraj
Koplotovce;Hlohovec;Trnavský kraj
Koprivnica;Bardejov;Prešovský kraj
Kordíky;Banská Bystrica;Banskobystrický kraj
Korejovce;Svidník;Prešovský kraj
Kor?a;?adca;Žilinský kraj
Korom?a;Sobrance;Košický kraj
Korunková;Stropkov;Prešovský kraj
Korytárky;Detva;Banskobystrický kraj
Korytné;Levo?a;Prešovský kraj
Kosihovce;Ve?ký Krtíš;Banskobystrický kraj
Kosihy nad Ip?om;Ve?ký Krtíš;Banskobystrický kraj
Kosorín;Žiar nad Hronom;Banskobystrický kraj
Kostolec;Považská Bystrica;Tren?iansky kraj
Kostolište;Malacky;Bratislavský kraj
Kostolná pri Dunaji;Senec;Bratislavský kraj
Kostolná Ves;Prievidza;Tren?iansky kraj
Kostolná-Zárie?ie;Tren?ín;Tren?iansky kraj
Kostolné;Myjava;Tren?iansky kraj
Kostolné Kra?any;Dunajská Streda;Trnavský kraj
Kosto?any nad Hornádom;Košice-okolie;Košický kraj
Kosto?any pod Tribe?om;Zlaté Moravce;Nitriansky kraj
Koš;Prievidza;Tren?iansky kraj
Košariská;Myjava;Tren?iansky kraj
Košarovce;Humenné;Prešovský kraj
Košeca;Ilava;Tren?iansky kraj
Košecké Podhradie;Ilava;Tren?iansky kraj
Košice;Košice I;Košický kraj
;Košice II;
;Košice III;
;Košice IV;
Košická Belá;Košice-okolie;Košický kraj
Košická Polianka;Košice-okolie;Košický kraj
Košické O?šany;Košice-okolie;Košický kraj
Košický Kle?enov;Košice-okolie;Košický kraj
Koškovce;Humenné;Prešovský kraj
Košolná;Trnava;Trnavský kraj
Košúty;Galanta;Trnavský kraj
Koš?any nad Turcom;Martin;Žilinský kraj
Kotešová;Byt?a;Žilinský kraj
Kotmanová;Lu?enec;Banskobystrický kraj
Kotr?iná Lú?ka;Žilina;Žilinský kraj
Ková?ová;Zvolen;Banskobystrický kraj
Ková?ová;Rož?ava;Košický kraj
Ková?ovce;Ve?ký Krtíš;Banskobystrický kraj
Koválov;Senica;Trnavský kraj
Koválovec;Skalica;Trnavský kraj
Kovarce;Topo??any;Nitriansky kraj
Kozárovce;Levice;Nitriansky kraj
Kozelník;Banská Štiavnica;Banskobystrický kraj
Kozí Vrbovok;Krupina;Banskobystrický kraj
Kožany;Bardejov;Prešovský kraj
Kožuchov;Trebišov;Košický kraj
Kožuchovce;Stropkov;Prešovský kraj
Kra?únovce;Svidník;Prešovský kraj
Krahule;Žiar nad Hronom;Banskobystrický kraj
Krajná Bystrá;Svidník;Prešovský kraj
Krajná Po?ana;Svidník;Prešovský kraj
Krajná Porúbka;Svidník;Prešovský kraj
Krajné;Myjava;Tren?iansky kraj
Krajné ?ierno;Svidník;Prešovský kraj
Krakovany;Pieš?any;Trnavský kraj
Králiky;Banská Bystrica;Banskobystrický kraj
Krá?;Rimavská Sobota;Banskobystrický kraj
Krá?ov Brod;Galanta;Trnavský kraj
Krá?ova Lehota;Liptovský Mikuláš;Žilinský kraj
Krá?ová nad Váhom;Ša?a;Nitriansky kraj
Krá?ová pri Senci;Senec;Bratislavský kraj
Kra?ovany;Dolný Kubín;Žilinský kraj
Krá?ovce;Košice-okolie;Košický kraj
Krá?ovce-Krnišov;Krupina;Banskobystrický kraj
Krá?ovi?ove Kra?any;Dunajská Streda;Trnavský kraj
Krá?ovský Chlmec;Trebišov;Košický kraj
Kraskovo;Rimavská Sobota;Banskobystrický kraj
Krásna Lúka;Sabinov;Prešovský kraj
Krásna Ves;Bánovce nad Bebravou;Tren?iansky kraj
Krásno;Partizánske;Tren?iansky kraj
Krásno nad Kysucou;?adca;Žilinský kraj
Krásnohorská Dlhá Lúka;Rož?ava;Košický kraj
Krásnohorské Podhradie;Rož?ava;Košický kraj
Krásnovce;Michalovce;Košický kraj
Krásny Brod;Medzilaborce;Prešovský kraj
Kras?any;Žilina;Žilinský kraj
Kravany;Poprad;Prešovský kraj
Kravany;Trebišov;Košický kraj
Kravany nad Dunajom;Komárno;Nitriansky kraj
Kr?ava;Sobrance;Košický kraj
Kremná;Stará ?ubov?a;Prešovský kraj
Kremnica;Žiar nad Hronom;Banskobystrický kraj
Kremnické Bane;Žiar nad Hronom;Banskobystrický kraj
Kristy;Sobrance;Košický kraj
Kriš?ovce;Stropkov;Prešovský kraj
Krišovská Liesková;Michalovce;Košický kraj
Krivá;Dolný Kubín;Žilinský kraj
Krivany;Sabinov;Prešovský kraj
Krivá?;Detva;Banskobystrický kraj
Krivé;Bardejov;Prešovský kraj
Krivoklát;Ilava;Tren?iansky kraj
Krivosúd-Bodovka;Tren?ín;Tren?iansky kraj
Kríže;Bardejov;Prešovský kraj
Krížová Ves;Kežmarok;Prešovský kraj
Krížovany;Prešov;Prešovský kraj
Križovany nad Dudváhom;Trnava;Trnavský kraj
Krná;Poltár;Banskobystrický kraj
Krn?a;Topo??any;Nitriansky kraj
Krokava;Rimavská Sobota;Banskobystrický kraj
Krompachy;Spišská Nová Ves;Košický kraj
Krpe?any;Martin;Žilinský kraj
Krškany;Levice;Nitriansky kraj
Krtovce;Topo??any;Nitriansky kraj
Kru?ov;Stropkov;Prešovský kraj
Krupina;Krupina;Banskobystrický kraj
Krušetnica;Námestovo;Žilinský kraj
Krušinec;Stropkov;Prešovský kraj
Krušovce;Topo??any;Nitriansky kraj
Kružlov;Bardejov;Prešovský kraj
Kružlová;Svidník;Prešovský kraj
Kružná;Rož?ava;Košický kraj
Kružno;Rimavská Sobota;Banskobystrický kraj
Kšinná;Bánovce nad Bebravou;Tren?iansky kraj
Kubá?ovo;Levice;Nitriansky kraj
Ku?ín;Bardejov;Prešovský kraj
Ku?ín;Vranov nad Top?ou;Prešovský kraj
Kuchy?a;Malacky;Bratislavský kraj
Kuklov;Senica;Trnavský kraj
Kuková;Svidník;Prešovský kraj
Kuku?ínov;Levice;Nitriansky kraj
Kunerad;Žilina;Žilinský kraj
Kunešov;Žiar nad Hronom;Banskobystrický kraj
Kunova Teplica;Rož?ava;Košický kraj
Kura?any;Levice;Nitriansky kraj
Kurima;Bardejov;Prešovský kraj
Kurimany;Levo?a;Prešovský kraj
Kurimka;Svidník;Prešovský kraj
Kurov;Bardejov;Prešovský kraj
Kusín;Michalovce;Košický kraj
Kútniky;Dunajská Streda;Trnavský kraj
Kúty;Senica;Trnavský kraj
Kuzmice;Topo??any;Nitriansky kraj
Kuzmice;Trebišov;Košický kraj
Kva?any;Liptovský Mikuláš;Žilinský kraj
Kva?any;Prešov;Prešovský kraj
Kvakovce;Vranov nad Top?ou;Prešovský kraj
Kvašov;Púchov;Tren?iansky kraj
Kvetoslavov;Dunajská Streda;Trnavský kraj
Kyjatice;Rimavská Sobota;Banskobystrický kraj
Kyjov;Stará ?ubov?a;Prešovský kraj
Kynce?ová;Banská Bystrica;Banskobystrický kraj
Kysak;Košice-okolie;Košický kraj
Kyselica;Dunajská Streda;Trnavský kraj
Kysta;Trebišov;Košický kraj
Kysucké Nové Mesto;Kysucké Nové Mesto;Žilinský kraj
Kysucký Lieskovec;Kysucké Nové Mesto;Žilinský kraj
Láb;Malacky;Bratislavský kraj
Lackov;Krupina;Banskobystrický kraj
Lacková;Stará ?ubov?a;Prešovský kraj
